"name","description","page"
"clanatus_eg_homolog_chrom_end","Citrullus lanatus chromosome/scaffold end (bp)","homologs"
"clanatus_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"clanatus_eg_homolog_subtype","Last common ancestor with Citrullus lanatus","homologs"
"clanatus_eg_homolog_orthology_type","Citrullus lanatus homology type","homologs"
"clanatus_eg_homolog_perc_id","%id. target Citrullus lanatus gene identical to query gene","homologs"
"clanatus_eg_homolog_perc_id_r1","%id. query gene identical to target Citrullus lanatus gene","homologs"
"clanatus_eg_homolog_orthology_confidence","Citrullus lanatus orthology confidence [0 low, 1 high]","homologs"
"cclementina_eg_homolog_ensembl_gene","Citrus clementina gene stable ID","homologs"
"cclementina_eg_homolog_associated_gene_name","Citrus clementina gene name","homologs"
"cclementina_eg_homolog_ensembl_peptide","Citrus clementina protein or transcript stable ID","homologs"
"cclementina_eg_homolog_chromosome","Citrus clementina chromosome/scaffold name","homologs"
"cclementina_eg_homolog_chrom_start","Citrus clementina chromosome/scaffold start (bp)","homologs"
"cclementina_eg_homolog_chrom_end","Citrus clementina chromosome/scaffold end (bp)","homologs"
"cclementina_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"cclementina_eg_homolog_subtype","Last common ancestor with Citrus clementina","homologs"
"cclementina_eg_homolog_orthology_type","Citrus clementina homology type","homologs"
"cclementina_eg_homolog_perc_id","%id. target Citrus clementina gene identical to query gene","homologs"
"cclementina_eg_homolog_perc_id_r1","%id. query gene identical to target Citrus clementina gene","homologs"
"cclementina_eg_homolog_orthology_confidence","Citrus clementina orthology confidence [0 low, 1 high]","homologs"
"ccanephora_eg_homolog_ensembl_gene","Coffea canephora gene stable ID","homologs"
"ccanephora_eg_homolog_associated_gene_name","Coffea canephora gene name","homologs"
"ccanephora_eg_homolog_ensembl_peptide","Coffea canephora protein or transcript stable ID","homologs"
"ccanephora_eg_homolog_chromosome","Coffea canephora chromosome/scaffold name","homologs"
"ccanephora_eg_homolog_chrom_start","Coffea canephora chromosome/scaffold start (bp)","homologs"
"ccanephora_eg_homolog_chrom_end","Coffea canephora chromosome/scaffold end (bp)","homologs"
"ccanephora_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"ccanephora_eg_homolog_subtype","Last common ancestor with Coffea canephora","homologs"
"ccanephora_eg_homolog_orthology_type","Coffea canephora homology type","homologs"
"ccanephora_eg_homolog_perc_id","%id. target Coffea canephora gene identical to query gene","homologs"
"ccanephora_eg_homolog_perc_id_r1","%id. query gene identical to target Coffea canephora gene","homologs"
"ccanephora_eg_homolog_wga_coverage","Coffea canephora Whole-genome alignment coverage","homologs"
"ccanephora_eg_homolog_orthology_confidence","Coffea canephora orthology confidence [0 low, 1 high]","homologs"
"ccapsularis_eg_homolog_ensembl_gene","Corchorus capsularis gene stable ID","homologs"
"ccapsularis_eg_homolog_associated_gene_name","Corchorus capsularis gene name","homologs"
"ccapsularis_eg_homolog_ensembl_peptide","Corchorus capsularis protein or transcript stable ID","homologs"
"ccapsularis_eg_homolog_chromosome","Corchorus capsularis chromosome/scaffold name","homologs"
"ccapsularis_eg_homolog_chrom_start","Corchorus capsularis chromosome/scaffold start (bp)","homologs"
"ccapsularis_eg_homolog_chrom_end","Corchorus capsularis chromosome/scaffold end (bp)","homologs"
"ccapsularis_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"ccapsularis_eg_homolog_subtype","Last common ancestor with Corchorus capsularis","homologs"
"ccapsularis_eg_homolog_orthology_type","Corchorus capsularis homology type","homologs"
"ccapsularis_eg_homolog_perc_id","%id. target Corchorus capsularis gene identical to query gene","homologs"
"ccapsularis_eg_homolog_perc_id_r1","%id. query gene identical to target Corchorus capsularis gene","homologs"
"ccapsularis_eg_homolog_orthology_confidence","Corchorus capsularis orthology confidence [0 low, 1 high]","homologs"
"cmelo_eg_homolog_ensembl_gene","Cucumis melo gene stable ID","homologs"
"cmelo_eg_homolog_associated_gene_name","Cucumis melo gene name","homologs"
"cmelo_eg_homolog_ensembl_peptide","Cucumis melo protein or transcript stable ID","homologs"
"cmelo_eg_homolog_chromosome","Cucumis melo chromosome/scaffold name","homologs"
"cmelo_eg_homolog_chrom_start","Cucumis melo chromosome/scaffold start (bp)","homologs"
"cmelo_eg_homolog_chrom_end","Cucumis melo chromosome/scaffold end (bp)","homologs"
"cmelo_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"cmelo_eg_homolog_subtype","Last common ancestor with Cucumis melo","homologs"
"cmelo_eg_homolog_orthology_type","Cucumis melo homology type","homologs"
"cmelo_eg_homolog_perc_id","%id. target Cucumis melo gene identical to query gene","homologs"
"cmelo_eg_homolog_perc_id_r1","%id. query gene identical to target Cucumis melo gene","homologs"
"cmelo_eg_homolog_orthology_confidence","Cucumis melo orthology confidence [0 low, 1 high]","homologs"
"csativus_eg_homolog_ensembl_gene","Cucumis sativus gene stable ID","homologs"
"csativus_eg_homolog_associated_gene_name","Cucumis sativus gene name","homologs"
"csativus_eg_homolog_ensembl_peptide","Cucumis sativus protein or transcript stable ID","homologs"
"csativus_eg_homolog_chromosome","Cucumis sativus chromosome/scaffold name","homologs"
"csativus_eg_homolog_chrom_start","Cucumis sativus chromosome/scaffold start (bp)","homologs"
"csativus_eg_homolog_chrom_end","Cucumis sativus chromosome/scaffold end (bp)","homologs"
"csativus_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"csativus_eg_homolog_subtype","Last common ancestor with Cucumis sativus","homologs"
"csativus_eg_homolog_orthology_type","Cucumis sativus homology type","homologs"
"csativus_eg_homolog_perc_id","%id. target Cucumis sativus gene identical to query gene","homologs"
"csativus_eg_homolog_perc_id_r1","%id. query gene identical to target Cucumis sativus gene","homologs"
"csativus_eg_homolog_orthology_confidence","Cucumis sativus orthology confidence [0 low, 1 high]","homologs"
"cmerolae_eg_homolog_ensembl_gene","Cyanidioschyzon merolae gene stable ID","homologs"
"cmerolae_eg_homolog_associated_gene_name","Cyanidioschyzon merolae gene name","homologs"
"cmerolae_eg_homolog_ensembl_peptide","Cyanidioschyzon merolae protein or transcript stable ID","homologs"
"cmerolae_eg_homolog_chromosome","Cyanidioschyzon merolae chromosome/scaffold name","homologs"
"cmerolae_eg_homolog_chrom_start","Cyanidioschyzon merolae chromosome/scaffold start (bp)","homologs"
"cmerolae_eg_homolog_chrom_end","Cyanidioschyzon merolae chromosome/scaffold end (bp)","homologs"
"cmerolae_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"cmerolae_eg_homolog_subtype","Last common ancestor with Cyanidioschyzon merolae","homologs"
"cmerolae_eg_homolog_orthology_type","Cyanidioschyzon merolae homology type","homologs"
"cmerolae_eg_homolog_perc_id","%id. target Cyanidioschyzon merolae gene identical to query gene","homologs"
"cmerolae_eg_homolog_perc_id_r1","%id. query gene identical to target Cyanidioschyzon merolae gene","homologs"
"cmerolae_eg_homolog_orthology_confidence","Cyanidioschyzon merolae orthology confidence [0 low, 1 high]","homologs"
"ccardunculus_eg_homolog_ensembl_gene","Cynara cardunculus gene stable ID","homologs"
"ccardunculus_eg_homolog_associated_gene_name","Cynara cardunculus gene name","homologs"
"ccardunculus_eg_homolog_ensembl_peptide","Cynara cardunculus protein or transcript stable ID","homologs"
"ccardunculus_eg_homolog_chromosome","Cynara cardunculus chromosome/scaffold name","homologs"
"ccardunculus_eg_homolog_chrom_start","Cynara cardunculus chromosome/scaffold start (bp)","homologs"
"ccardunculus_eg_homolog_chrom_end","Cynara cardunculus chromosome/scaffold end (bp)","homologs"
"ccardunculus_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"ccardunculus_eg_homolog_subtype","Last common ancestor with Cynara cardunculus","homologs"
"ccardunculus_eg_homolog_orthology_type","Cynara cardunculus homology type","homologs"
"ccardunculus_eg_homolog_perc_id","%id. target Cynara cardunculus gene identical to query gene","homologs"
"ccardunculus_eg_homolog_perc_id_r1","%id. query gene identical to target Cynara cardunculus gene","homologs"
"ccardunculus_eg_homolog_wga_coverage","Cynara cardunculus Whole-genome alignment coverage","homologs"
"ccardunculus_eg_homolog_orthology_confidence","Cynara cardunculus orthology confidence [0 low, 1 high]","homologs"
"dcarota_eg_homolog_ensembl_gene","Daucus carota gene stable ID","homologs"
"dcarota_eg_homolog_associated_gene_name","Daucus carota gene name","homologs"
"dcarota_eg_homolog_ensembl_peptide","Daucus carota protein or transcript stable ID","homologs"
"dcarota_eg_homolog_chromosome","Daucus carota chromosome/scaffold name","homologs"
"dcarota_eg_homolog_chrom_start","Daucus carota chromosome/scaffold start (bp)","homologs"
"dcarota_eg_homolog_chrom_end","Daucus carota chromosome/scaffold end (bp)","homologs"
"dcarota_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"dcarota_eg_homolog_subtype","Last common ancestor with Daucus carota","homologs"
"dcarota_eg_homolog_orthology_type","Daucus carota homology type","homologs"
"dcarota_eg_homolog_perc_id","%id. target Daucus carota gene identical to query gene","homologs"
"dcarota_eg_homolog_perc_id_r1","%id. query gene identical to target Daucus carota gene","homologs"
"dcarota_eg_homolog_wga_coverage","Daucus carota Whole-genome alignment coverage","homologs"
"dcarota_eg_homolog_orthology_confidence","Daucus carota orthology confidence [0 low, 1 high]","homologs"
"drotundata_eg_homolog_ensembl_gene","Dioscorea rotundata gene stable ID","homologs"
"drotundata_eg_homolog_associated_gene_name","Dioscorea rotundata gene name","homologs"
"drotundata_eg_homolog_ensembl_peptide","Dioscorea rotundata protein or transcript stable ID","homologs"
"drotundata_eg_homolog_chromosome","Dioscorea rotundata chromosome/scaffold name","homologs"
"drotundata_eg_homolog_chrom_start","Dioscorea rotundata chromosome/scaffold start (bp)","homologs"
"drotundata_eg_homolog_chrom_end","Dioscorea rotundata chromosome/scaffold end (bp)","homologs"
"drotundata_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"drotundata_eg_homolog_subtype","Last common ancestor with Dioscorea rotundata","homologs"
"drotundata_eg_homolog_orthology_type","Dioscorea rotundata homology type","homologs"
"drotundata_eg_homolog_perc_id","%id. target Dioscorea rotundata gene identical to query gene","homologs"
"drotundata_eg_homolog_perc_id_r1","%id. query gene identical to target Dioscorea rotundata gene","homologs"
"drotundata_eg_homolog_orthology_confidence","Dioscorea rotundata orthology confidence [0 low, 1 high]","homologs"
"ecurvula_eg_homolog_ensembl_gene","Eragrostis curvula gene stable ID","homologs"
"ecurvula_eg_homolog_associated_gene_name","Eragrostis curvula gene name","homologs"
"ecurvula_eg_homolog_ensembl_peptide","Eragrostis curvula protein or transcript stable ID","homologs"
"ecurvula_eg_homolog_chromosome","Eragrostis curvula chromosome/scaffold name","homologs"
"ecurvula_eg_homolog_chrom_start","Eragrostis curvula chromosome/scaffold start (bp)","homologs"
"ecurvula_eg_homolog_chrom_end","Eragrostis curvula chromosome/scaffold end (bp)","homologs"
"ecurvula_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"ecurvula_eg_homolog_subtype","Last common ancestor with Eragrostis curvula","homologs"
"ecurvula_eg_homolog_orthology_type","Eragrostis curvula homology type","homologs"
"ecurvula_eg_homolog_perc_id","%id. target Eragrostis curvula gene identical to query gene","homologs"
"ecurvula_eg_homolog_perc_id_r1","%id. query gene identical to target Eragrostis curvula gene","homologs"
"ecurvula_eg_homolog_orthology_confidence","Eragrostis curvula orthology confidence [0 low, 1 high]","homologs"
"etef_eg_homolog_ensembl_gene","Eragrostis tef gene stable ID","homologs"
"etef_eg_homolog_associated_gene_name","Eragrostis tef gene name","homologs"
"etef_eg_homolog_ensembl_peptide","Eragrostis tef protein or transcript stable ID","homologs"
"etef_eg_homolog_chromosome","Eragrostis tef chromosome/scaffold name","homologs"
"etef_eg_homolog_chrom_start","Eragrostis tef chromosome/scaffold start (bp)","homologs"
"etef_eg_homolog_chrom_end","Eragrostis tef chromosome/scaffold end (bp)","homologs"
"etef_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"etef_eg_homolog_subtype","Last common ancestor with Eragrostis tef","homologs"
"etef_eg_homolog_orthology_type","Eragrostis tef homology type","homologs"
"etef_eg_homolog_perc_id","%id. target Eragrostis tef gene identical to query gene","homologs"
"etef_eg_homolog_perc_id_r1","%id. query gene identical to target Eragrostis tef gene","homologs"
"etef_eg_homolog_orthology_confidence","Eragrostis tef orthology confidence [0 low, 1 high]","homologs"
"gsulphuraria_eg_homolog_ensembl_gene","Galdieria sulphuraria gene stable ID","homologs"
"gsulphuraria_eg_homolog_associated_gene_name","Galdieria sulphuraria gene name","homologs"
"gsulphuraria_eg_homolog_ensembl_peptide","Galdieria sulphuraria protein or transcript stable ID","homologs"
"gsulphuraria_eg_homolog_chromosome","Galdieria sulphuraria chromosome/scaffold name","homologs"
"gsulphuraria_eg_homolog_chrom_start","Galdieria sulphuraria chromosome/scaffold start (bp)","homologs"
"gsulphuraria_eg_homolog_chrom_end","Galdieria sulphuraria chromosome/scaffold end (bp)","homologs"
"gsulphuraria_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"gsulphuraria_eg_homolog_subtype","Last common ancestor with Galdieria sulphuraria","homologs"
"gsulphuraria_eg_homolog_orthology_type","Galdieria sulphuraria homology type","homologs"
"gsulphuraria_eg_homolog_perc_id","%id. target Galdieria sulphuraria gene identical to query gene","homologs"
"gsulphuraria_eg_homolog_perc_id_r1","%id. query gene identical to target Galdieria sulphuraria gene","homologs"
"gsulphuraria_eg_homolog_orthology_confidence","Galdieria sulphuraria orthology confidence [0 low, 1 high]","homologs"
"gmax_eg_homolog_ensembl_gene","Glycine max gene stable ID","homologs"
"gmax_eg_homolog_associated_gene_name","Glycine max gene name","homologs"
"gmax_eg_homolog_ensembl_peptide","Glycine max protein or transcript stable ID","homologs"
"gmax_eg_homolog_chromosome","Glycine max chromosome/scaffold name","homologs"
"gmax_eg_homolog_chrom_start","Glycine max chromosome/scaffold start (bp)","homologs"
"gmax_eg_homolog_chrom_end","Glycine max chromosome/scaffold end (bp)","homologs"
"gmax_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"gmax_eg_homolog_subtype","Last common ancestor with Glycine max","homologs"
"gmax_eg_homolog_orthology_type","Glycine max homology type","homologs"
"gmax_eg_homolog_perc_id","%id. target Glycine max gene identical to query gene","homologs"
"gmax_eg_homolog_perc_id_r1","%id. query gene identical to target Glycine max gene","homologs"
"gmax_eg_homolog_orthology_confidence","Glycine max orthology confidence [0 low, 1 high]","homologs"
"graimondii_eg_homolog_ensembl_gene","Gossypium raimondii gene stable ID","homologs"
"graimondii_eg_homolog_associated_gene_name","Gossypium raimondii gene name","homologs"
"graimondii_eg_homolog_ensembl_peptide","Gossypium raimondii protein or transcript stable ID","homologs"
"graimondii_eg_homolog_chromosome","Gossypium raimondii chromosome/scaffold name","homologs"
"graimondii_eg_homolog_chrom_start","Gossypium raimondii chromosome/scaffold start (bp)","homologs"
"graimondii_eg_homolog_chrom_end","Gossypium raimondii chromosome/scaffold end (bp)","homologs"
"graimondii_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"graimondii_eg_homolog_subtype","Last common ancestor with Gossypium raimondii","homologs"
"graimondii_eg_homolog_orthology_type","Gossypium raimondii homology type","homologs"
"graimondii_eg_homolog_perc_id","%id. target Gossypium raimondii gene identical to query gene","homologs"
"graimondii_eg_homolog_perc_id_r1","%id. query gene identical to target Gossypium raimondii gene","homologs"
"graimondii_eg_homolog_orthology_confidence","Gossypium raimondii orthology confidence [0 low, 1 high]","homologs"
"hannuus_eg_homolog_ensembl_gene","Helianthus annuus gene stable ID","homologs"
"hannuus_eg_homolog_associated_gene_name","Helianthus annuus gene name","homologs"
"hannuus_eg_homolog_ensembl_peptide","Helianthus annuus protein or transcript stable ID","homologs"
"hannuus_eg_homolog_chromosome","Helianthus annuus chromosome/scaffold name","homologs"
"hannuus_eg_homolog_chrom_start","Helianthus annuus chromosome/scaffold start (bp)","homologs"
"hannuus_eg_homolog_chrom_end","Helianthus annuus chromosome/scaffold end (bp)","homologs"
"hannuus_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"hannuus_eg_homolog_subtype","Last common ancestor with Helianthus annuus","homologs"
"hannuus_eg_homolog_orthology_type","Helianthus annuus homology type","homologs"
"hannuus_eg_homolog_perc_id","%id. target Helianthus annuus gene identical to query gene","homologs"
"hannuus_eg_homolog_perc_id_r1","%id. query gene identical to target Helianthus annuus gene","homologs"
"hannuus_eg_homolog_wga_coverage","Helianthus annuus Whole-genome alignment coverage","homologs"
"hannuus_eg_homolog_orthology_confidence","Helianthus annuus orthology confidence [0 low, 1 high]","homologs"
"hvulgare_eg_homolog_ensembl_gene","Hordeum vulgare gene stable ID","homologs"
"hvulgare_eg_homolog_associated_gene_name","Hordeum vulgare gene name","homologs"
"hvulgare_eg_homolog_ensembl_peptide","Hordeum vulgare protein or transcript stable ID","homologs"
"hvulgare_eg_homolog_chromosome","Hordeum vulgare chromosome/scaffold name","homologs"
"hvulgare_eg_homolog_chrom_start","Hordeum vulgare chromosome/scaffold start (bp)","homologs"
"hvulgare_eg_homolog_chrom_end","Hordeum vulgare chromosome/scaffold end (bp)","homologs"
"hvulgare_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"hvulgare_eg_homolog_subtype","Last common ancestor with Hordeum vulgare","homologs"
"hvulgare_eg_homolog_orthology_type","Hordeum vulgare homology type","homologs"
"hvulgare_eg_homolog_perc_id","%id. target Hordeum vulgare gene identical to query gene","homologs"
"hvulgare_eg_homolog_perc_id_r1","%id. query gene identical to target Hordeum vulgare gene","homologs"
"hvulgare_eg_homolog_orthology_confidence","Hordeum vulgare orthology confidence [0 low, 1 high]","homologs"
"hvgoldenpromise_eg_homolog_ensembl_gene","Hordeum vulgare GoldenPromise gene stable ID","homologs"
"hvgoldenpromise_eg_homolog_associated_gene_name","Hordeum vulgare GoldenPromise gene name","homologs"
"hvgoldenpromise_eg_homolog_ensembl_peptide","Hordeum vulgare GoldenPromise protein or transcript stable ID","homologs"
"hvgoldenpromise_eg_homolog_chromosome","Hordeum vulgare GoldenPromise chromosome/scaffold name","homologs"
"hvgoldenpromise_eg_homolog_chrom_start","Hordeum vulgare GoldenPromise chromosome/scaffold start (bp)","homologs"
"hvgoldenpromise_eg_homolog_chrom_end","Hordeum vulgare GoldenPromise chromosome/scaffold end (bp)","homologs"
"hvgoldenpromise_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"hvgoldenpromise_eg_homolog_subtype","Last common ancestor with Hordeum vulgare GoldenPromise","homologs"
"hvgoldenpromise_eg_homolog_orthology_type","Hordeum vulgare GoldenPromise homology type","homologs"
"hvgoldenpromise_eg_homolog_perc_id","%id. target Hordeum vulgare GoldenPromise gene identical to query gene","homologs"
"hvgoldenpromise_eg_homolog_perc_id_r1","%id. query gene identical to target Hordeum vulgare GoldenPromise gene","homologs"
"hvgoldenpromise_eg_homolog_orthology_confidence","Hordeum vulgare GoldenPromise orthology confidence [0 low, 1 high]","homologs"
"itriloba_eg_homolog_ensembl_gene","Ipomoea triloba gene stable ID","homologs"
"itriloba_eg_homolog_associated_gene_name","Ipomoea triloba gene name","homologs"
"itriloba_eg_homolog_ensembl_peptide","Ipomoea triloba protein or transcript stable ID","homologs"
"itriloba_eg_homolog_chromosome","Ipomoea triloba chromosome/scaffold name","homologs"
"itriloba_eg_homolog_chrom_start","Ipomoea triloba chromosome/scaffold start (bp)","homologs"
"itriloba_eg_homolog_chrom_end","Ipomoea triloba chromosome/scaffold end (bp)","homologs"
"itriloba_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"itriloba_eg_homolog_subtype","Last common ancestor with Ipomoea triloba","homologs"
"itriloba_eg_homolog_orthology_type","Ipomoea triloba homology type","homologs"
"itriloba_eg_homolog_perc_id","%id. target Ipomoea triloba gene identical to query gene","homologs"
"itriloba_eg_homolog_perc_id_r1","%id. query gene identical to target Ipomoea triloba gene","homologs"
"itriloba_eg_homolog_wga_coverage","Ipomoea triloba Whole-genome alignment coverage","homologs"
"itriloba_eg_homolog_orthology_confidence","Ipomoea triloba orthology confidence [0 low, 1 high]","homologs"
"lperrieri_eg_homolog_ensembl_gene","Leersia perrieri gene stable ID","homologs"
"lperrieri_eg_homolog_associated_gene_name","Leersia perrieri gene name","homologs"
"lperrieri_eg_homolog_ensembl_peptide","Leersia perrieri protein or transcript stable ID","homologs"
"lperrieri_eg_homolog_chromosome","Leersia perrieri chromosome/scaffold name","homologs"
"lperrieri_eg_homolog_chrom_start","Leersia perrieri chromosome/scaffold start (bp)","homologs"
"lperrieri_eg_homolog_chrom_end","Leersia perrieri chromosome/scaffold end (bp)","homologs"
"lperrieri_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"lperrieri_eg_homolog_subtype","Last common ancestor with Leersia perrieri","homologs"
"lperrieri_eg_homolog_orthology_type","Leersia perrieri homology type","homologs"
"lperrieri_eg_homolog_perc_id","%id. target Leersia perrieri gene identical to query gene","homologs"
"lperrieri_eg_homolog_perc_id_r1","%id. query gene identical to target Leersia perrieri gene","homologs"
"lperrieri_eg_homolog_orthology_confidence","Leersia perrieri orthology confidence [0 low, 1 high]","homologs"
"langustifolius_eg_homolog_ensembl_gene","Lupinus angustifolius gene stable ID","homologs"
"langustifolius_eg_homolog_associated_gene_name","Lupinus angustifolius gene name","homologs"
"langustifolius_eg_homolog_ensembl_peptide","Lupinus angustifolius protein or transcript stable ID","homologs"
"langustifolius_eg_homolog_chromosome","Lupinus angustifolius chromosome/scaffold name","homologs"
"langustifolius_eg_homolog_chrom_start","Lupinus angustifolius chromosome/scaffold start (bp)","homologs"
"langustifolius_eg_homolog_chrom_end","Lupinus angustifolius chromosome/scaffold end (bp)","homologs"
"langustifolius_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"langustifolius_eg_homolog_subtype","Last common ancestor with Lupinus angustifolius","homologs"
"langustifolius_eg_homolog_orthology_type","Lupinus angustifolius homology type","homologs"
"langustifolius_eg_homolog_perc_id","%id. target Lupinus angustifolius gene identical to query gene","homologs"
"langustifolius_eg_homolog_perc_id_r1","%id. query gene identical to target Lupinus angustifolius gene","homologs"
"langustifolius_eg_homolog_orthology_confidence","Lupinus angustifolius orthology confidence [0 low, 1 high]","homologs"
"mdgolden_eg_homolog_ensembl_gene","Malus domestica Golden gene stable ID","homologs"
"mdgolden_eg_homolog_associated_gene_name","Malus domestica Golden gene name","homologs"
"mdgolden_eg_homolog_ensembl_peptide","Malus domestica Golden protein or transcript stable ID","homologs"
"mdgolden_eg_homolog_chromosome","Malus domestica Golden chromosome/scaffold name","homologs"
"mdgolden_eg_homolog_chrom_start","Malus domestica Golden chromosome/scaffold start (bp)","homologs"
"mdgolden_eg_homolog_chrom_end","Malus domestica Golden chromosome/scaffold end (bp)","homologs"
"mdgolden_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"mdgolden_eg_homolog_subtype","Last common ancestor with Malus domestica Golden","homologs"
"mdgolden_eg_homolog_orthology_type","Malus domestica Golden homology type","homologs"
"mdgolden_eg_homolog_perc_id","%id. target Malus domestica Golden gene identical to query gene","homologs"
"mdgolden_eg_homolog_perc_id_r1","%id. query gene identical to target Malus domestica Golden gene","homologs"
"mdgolden_eg_homolog_orthology_confidence","Malus domestica Golden orthology confidence [0 low, 1 high]","homologs"
"mesculenta_eg_homolog_ensembl_gene","Manihot esculenta gene stable ID","homologs"
"mesculenta_eg_homolog_associated_gene_name","Manihot esculenta gene name","homologs"
"mesculenta_eg_homolog_ensembl_peptide","Manihot esculenta protein or transcript stable ID","homologs"
"mesculenta_eg_homolog_chromosome","Manihot esculenta chromosome/scaffold name","homologs"
"mesculenta_eg_homolog_chrom_start","Manihot esculenta chromosome/scaffold start (bp)","homologs"
"mesculenta_eg_homolog_chrom_end","Manihot esculenta chromosome/scaffold end (bp)","homologs"
"mesculenta_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"mesculenta_eg_homolog_subtype","Last common ancestor with Manihot esculenta","homologs"
"mesculenta_eg_homolog_orthology_type","Manihot esculenta homology type","homologs"
"mesculenta_eg_homolog_perc_id","%id. target Manihot esculenta gene identical to query gene","homologs"
"mesculenta_eg_homolog_perc_id_r1","%id. query gene identical to target Manihot esculenta gene","homologs"
"mesculenta_eg_homolog_orthology_confidence","Manihot esculenta orthology confidence [0 low, 1 high]","homologs"
"mpolymorpha_eg_homolog_ensembl_gene","Marchantia polymorpha gene stable ID","homologs"
"mpolymorpha_eg_homolog_associated_gene_name","Marchantia polymorpha gene name","homologs"
"mpolymorpha_eg_homolog_ensembl_peptide","Marchantia polymorpha protein or transcript stable ID","homologs"
"mpolymorpha_eg_homolog_chromosome","Marchantia polymorpha chromosome/scaffold name","homologs"
"mpolymorpha_eg_homolog_chrom_start","Marchantia polymorpha chromosome/scaffold start (bp)","homologs"
"mpolymorpha_eg_homolog_chrom_end","Marchantia polymorpha chromosome/scaffold end (bp)","homologs"
"mpolymorpha_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"mpolymorpha_eg_homolog_subtype","Last common ancestor with Marchantia polymorpha","homologs"
"mpolymorpha_eg_homolog_orthology_type","Marchantia polymorpha homology type","homologs"
"mpolymorpha_eg_homolog_perc_id","%id. target Marchantia polymorpha gene identical to query gene","homologs"
"mpolymorpha_eg_homolog_perc_id_r1","%id. query gene identical to target Marchantia polymorpha gene","homologs"
"mpolymorpha_eg_homolog_orthology_confidence","Marchantia polymorpha orthology confidence [0 low, 1 high]","homologs"
"mtruncatula_eg_homolog_ensembl_gene","Medicago truncatula gene stable ID","homologs"
"mtruncatula_eg_homolog_associated_gene_name","Medicago truncatula gene name","homologs"
"mtruncatula_eg_homolog_ensembl_peptide","Medicago truncatula protein or transcript stable ID","homologs"
"mtruncatula_eg_homolog_chromosome","Medicago truncatula chromosome/scaffold name","homologs"
"mtruncatula_eg_homolog_chrom_start","Medicago truncatula chromosome/scaffold start (bp)","homologs"
"mtruncatula_eg_homolog_chrom_end","Medicago truncatula chromosome/scaffold end (bp)","homologs"
"mtruncatula_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"mtruncatula_eg_homolog_subtype","Last common ancestor with Medicago truncatula","homologs"
"mtruncatula_eg_homolog_orthology_type","Medicago truncatula homology type","homologs"
"mtruncatula_eg_homolog_perc_id","%id. target Medicago truncatula gene identical to query gene","homologs"
"mtruncatula_eg_homolog_perc_id_r1","%id. query gene identical to target Medicago truncatula gene","homologs"
"mtruncatula_eg_homolog_orthology_confidence","Medicago truncatula orthology confidence [0 low, 1 high]","homologs"
"macuminata_eg_homolog_ensembl_gene","Musa acuminata gene stable ID","homologs"
"macuminata_eg_homolog_associated_gene_name","Musa acuminata gene name","homologs"
"macuminata_eg_homolog_ensembl_peptide","Musa acuminata protein or transcript stable ID","homologs"
"macuminata_eg_homolog_chromosome","Musa acuminata chromosome/scaffold name","homologs"
"macuminata_eg_homolog_chrom_start","Musa acuminata chromosome/scaffold start (bp)","homologs"
"macuminata_eg_homolog_chrom_end","Musa acuminata chromosome/scaffold end (bp)","homologs"
"macuminata_eg_homolog_canonical_transcript_protein","Query protein or transcript ID","homologs"
"macuminata_eg_homolog_subtype","Last common ancestor with Musa acuminata","homologs"
"macuminata_eg_homolog_orthology_type","Musa acuminata homology type","homologs"
"macuminata_eg_homolog_perc_id","%id. target Musa acuminata gene identical to query gene","homologs"
"macuminata_eg_homolog_perc_id_r1","%id. query gene identical to target Musa acuminata gene","homologs"
"macuminata_eg_homolog_orthology_confidence","Musa acuminata orthology confidence [0 low, 1 high]","homologs"
